Modelo,Categoria,FraseID,Texto,NumPalavras,Latência (s),WER,Transcrição Whisper,Arquivo,Status
Piper,numeros_medidas_moedas,numeros_medidas_moedas_02,A temperatura caiu para 18 graus às 6 horas da manhã.,11,0.441,0.0,a temperatura caiu para 18 graus às 6 horas da manhã.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_02.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_02,A temperatura caiu para 18 graus às 6 horas da manhã.,11,3.794,0.0,a temperatura caiu para 18 graus às 6 horas da manhã.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_02.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_02,A temperatura caiu para 18 graus às 6 horas da manhã.,11,17.641,0.0909,a temperatura caiu para 18 graus a 6 horas da manhã.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_02.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_03,O produto custa 249 reais e 90 centavos nesta semana.,10,0.751,0.1,o produto custa 249 reais e 90 centavos nessa semana.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_03.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_03,O produto custa 249 reais e 90 centavos nesta semana.,10,4.457,0.2,"o produto custa r$249,90 e 90 centavos nesta semana.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_03.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_03,O produto custa 249 reais e 90 centavos nesta semana.,10,29.193,0.4,"o produto custa r$249,90 centavos nesta semana.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_03.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_04,"A amostra continha 12,7 mililitros de solução concentrada.",8,0.532,0.0,"a amostra continha 12,7 mililitros de solução concentrada.",audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_04.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_04,"A amostra continha 12,7 mililitros de solução concentrada.",8,3.783,0.25,"a mostra continha 12,7 ml de solução concentrada.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_04.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_04,"A amostra continha 12,7 mililitros de solução concentrada.",8,30.492,0.0,"a amostra continha 12,7 mililitros de solução concentrada.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_04.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_05,O arquivo possui 256 megabytes e foi enviado em 42 segundos.,11,0.676,0.0909,o arquivo possui 256 megabites e foi enviado em 42 segundos.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_05.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_05,O arquivo possui 256 megabytes e foi enviado em 42 segundos.,11,5.501,0.0909,o arquivo possui 256 megabites e foi enviado em 42 segundos.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_05.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_05,O arquivo possui 256 megabytes e foi enviado em 42 segundos.,11,26.786,0.2727,o arquivo possui 256 mb e foi enviado em 42 segundos ponto.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_05.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_06,"A velocidade média do teste ficou em 87,3 quilômetros por hora.",11,0.715,0.1818,"a velocidade média do test ficou em 87,3 km por hora.",audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_06.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_06,"A velocidade média do teste ficou em 87,3 quilômetros por hora.",11,4.706,0.2727,"a velocidade média do teste ficou em 87, 3 km por hora.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_06.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_06,"A velocidade média do teste ficou em 87,3 quilômetros por hora.",11,27.639,0.0909,"a velocidade média do teste ficou em 87,3 km por hora.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_06.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_07,Foram processados 1.250 registros em menos de 5 minutos.,9,0.558,0.0,foram processados 1.250 registros em menos de 5 minutos.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_07.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_07,Foram processados 1.250 registros em menos de 5 minutos.,9,4.71,0.2222,"foram processados 1, 250 registros em menos de 5 minutos.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_07.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_07,Foram processados 1.250 registros em menos de 5 minutos.,9,24.55,0.1111,foram processados 1250 registros em menos de 5 minutos.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_07.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_08,O orçamento final estimado foi de 7.840 reais.,8,0.582,0.25,o orçamento final estimado foi de r$ 7.840.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_08.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_08,O orçamento final estimado foi de 7.840 reais.,8,4.498,0.25,o orçamento final estimado foi de r$ 840.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_08.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_08,O orçamento final estimado foi de 7.840 reais.,8,20.845,0.25,o orçamento final estimado foi de r$ 7.840.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_08.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_09,A bateria chegou a 15 por cento de carga restante.,10,0.393,0.3,a bateria chegou a 15% de carga restante.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_09.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_09,A bateria chegou a 15 por cento de carga restante.,10,2.911,0.3,a bateria chegou a 15% de carga restante.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_09.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_09,A bateria chegou a 15 por cento de carga restante.,10,14.878,0.3,a bateria chegou a 15% de carga restante.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_09.wav,OK
Piper,numeros_medidas_moedas,numeros_medidas_moedas_10,"O experimento utilizou 4 modelos, 140 frases e 3 métricas principais.",11,0.701,0.1818,"o experimento utilizou quatro modelos, 140 frases e três métricas principais.",audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_10.wav,OK
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_10,"O experimento utilizou 4 modelos, 140 frases e 3 métricas principais.",11,4.979,0.1818,"o experimento utilizou quatro modelos, 140 frases e três métricas principais.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_10.wav,OK
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_10,"O experimento utilizou 4 modelos, 140 frases e 3 métricas principais.",11,37.191,0.3636,"o experimento utilizou quatro modelos, 140 frases e três métricas, principais.coil.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_10.wav,OK
Piper,datas_horarios,datas_horarios_01,A apresentação final será no dia 22 de novembro de 2026.,11,0.541,0.0909,a apresentação final será no dia 22 de novembro de 2022.,audios_tcc/piper_datas_horarios_datas_horarios_01.wav,OK
Kokoro,datas_horarios,datas_horarios_01,A apresentação final será no dia 22 de novembro de 2026.,11,4.879,0.0909,a apresentação final será no dia 22 de novembro de 2016.,audios_tcc/kokoro_datas_horarios_datas_horarios_01.wav,OK
XTTS,datas_horarios,datas_horarios_01,A apresentação final será no dia 22 de novembro de 2026.,11,23.191,0.0909,a apresentação final será no dia 22 de novembro de 2016.,audios_tcc/xtts_datas_horarios_datas_horarios_01.wav,OK
Piper,datas_horarios,datas_horarios_02,O sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,16,0.653,0.125,o sistema foi atualizado em 3 de abril de 2025 com as 14 horas e 30 minutos.,audios_tcc/piper_datas_horarios_datas_horarios_02.wav,OK
Kokoro,datas_horarios,datas_horarios_02,O sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,16,6.246,0.0,o sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,audios_tcc/kokoro_datas_horarios_datas_horarios_02.wav,OK
XTTS,datas_horarios,datas_horarios_02,O sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,16,39.219,0.1875,o sistema foi atualizado em 3 de abril de 2025 com as 14 horas e 30 minutos.b.,audios_tcc/xtts_datas_horarios_datas_horarios_02.wav,OK
Piper,datas_horarios,datas_horarios_03,"A reunião está marcada para terça-feira, às 8 horas da manhã.",11,0.499,0.2727,a reunião está marcada para ter essa feira às 8 horas da manhã.,audios_tcc/piper_datas_horarios_datas_horarios_03.wav,OK
Kokoro,datas_horarios,datas_horarios_03,"A reunião está marcada para terça-feira, às 8 horas da manhã.",11,3.916,0.1818,a reunião está marcada para ter safeira às 8 horas da manhã.,audios_tcc/kokoro_datas_horarios_datas_horarios_03.wav,OK
XTTS,datas_horarios,datas_horarios_03,"A reunião está marcada para terça-feira, às 8 horas da manhã.",11,18.235,0.1818,"a reunião está marcada para terça-feira, as oito horas da manhã.",audios_tcc/xtts_datas_horarios_datas_horarios_03.wav,OK
Piper,datas_horarios,datas_horarios_04,O relatório foi entregue em 12 de setembro de 2024.,10,0.502,0.0,o relatório foi entregue em 12 de setembro de 2024.,audios_tcc/piper_datas_horarios_datas_horarios_04.wav,OK
Kokoro,datas_horarios,datas_horarios_04,O relatório foi entregue em 12 de setembro de 2024.,10,3.968,0.0,o relatório foi entregue em 12 de setembro de 2024.,audios_tcc/kokoro_datas_horarios_datas_horarios_04.wav,OK
XTTS,datas_horarios,datas_horarios_04,O relatório foi entregue em 12 de setembro de 2024.,10,20.029,0.0,o relatório foi entregue em 12 de setembro de 2024.,audios_tcc/xtts_datas_horarios_datas_horarios_04.wav,OK
Piper,datas_horarios,datas_horarios_05,O acesso ao laboratório será liberado amanhã às 19 horas.,10,0.466,0.0,o acesso ao laboratório será liberado amanhã às 19 horas.,audios_tcc/piper_datas_horarios_datas_horarios_05.wav,OK
Kokoro,datas_horarios,datas_horarios_05,O acesso ao laboratório será liberado amanhã às 19 horas.,10,3.616,0.0,o acesso ao laboratório será liberado amanhã às 19 horas.,audios_tcc/kokoro_datas_horarios_datas_horarios_05.wav,OK
XTTS,datas_horarios,datas_horarios_05,O acesso ao laboratório será liberado amanhã às 19 horas.,10,23.57,0.0,o acesso ao laboratório será liberado amanhã às 19 horas.,audios_tcc/xtts_datas_horarios_datas_horarios_05.wav,OK
Piper,datas_horarios,datas_horarios_06,"No dia primeiro de janeiro, a plataforma ficou indisponível por duas horas.",12,0.545,0.0833,"no dia 1 de janeiro, a plataforma ficou indisponível por duas horas.",audios_tcc/piper_datas_horarios_datas_horarios_06.wav,OK
Kokoro,datas_horarios,datas_horarios_06,"No dia primeiro de janeiro, a plataforma ficou indisponível por duas horas.",12,4.778,0.1667,"no dia 1 de janeiro, a plataforma ficou indisponível por 2 horas.",audios_tcc/kokoro_datas_horarios_datas_horarios_06.wav,OK
XTTS,datas_horarios,datas_horarios_06,"No dia primeiro de janeiro, a plataforma ficou indisponível por duas horas.",12,24.729,0.4167,"no dia 1 de janeiro, a plataforma ficou indisponível por 2 horas ponto boa.",audios_tcc/xtts_datas_horarios_datas_horarios_06.wav,OK
Piper,datas_horarios,datas_horarios_07,A coleta de dados começou em 7 de maio e terminou em 18 de junho.,15,0.537,0.0667,a coleta de dados começou em sete de maio e terminou em 18 de junho.,audios_tcc/piper_datas_horarios_datas_horarios_07.wav,OK
Kokoro,datas_horarios,datas_horarios_07,A coleta de dados começou em 7 de maio e terminou em 18 de junho.,15,4.194,0.0667,a coleta de dados começou em sete de maio e terminou em 18 de junho.,audios_tcc/kokoro_datas_horarios_datas_horarios_07.wav,OK
XTTS,datas_horarios,datas_horarios_07,A coleta de dados começou em 7 de maio e terminou em 18 de junho.,15,20.196,0.0,a coleta de dados começou em 7 de maio e terminou em 18 de junho.,audios_tcc/xtts_datas_horarios_datas_horarios_07.wav,OK
Piper,datas_horarios,datas_horarios_08,"O atendimento ocorrerá das 9 horas às 17 horas, sem intervalo.",11,0.551,0.2727,o atendimento correrá das 9 horas às 17 horas. sem intervá-lo.,audios_tcc/piper_datas_horarios_datas_horarios_08.wav,OK
Kokoro,datas_horarios,datas_horarios_08,"O atendimento ocorrerá das 9 horas às 17 horas, sem intervalo.",11,4.36,0.1818,o atendimento ocorrerá das 9 horas às 17 horas sem intervá-lo.,audios_tcc/kokoro_datas_horarios_datas_horarios_08.wav,OK
XTTS,datas_horarios,datas_horarios_08,"O atendimento ocorrerá das 9 horas às 17 horas, sem intervalo.",11,25.6,0.1818,o atendimento ocorrerá das 9 horas às 17 horas sem intervá-lo.,audios_tcc/xtts_datas_horarios_datas_horarios_08.wav,OK
Piper,datas_horarios,datas_horarios_09,O evento internacional terá início em 15 de agosto às 10 horas.,12,0.487,0.0,o evento internacional terá início em 15 de agosto às 10 horas.,audios_tcc/piper_datas_horarios_datas_horarios_09.wav,OK
Kokoro,datas_horarios,datas_horarios_09,O evento internacional terá início em 15 de agosto às 10 horas.,12,3.983,0.0,o evento internacional terá início em 15 de agosto às 10 horas.,audios_tcc/kokoro_datas_horarios_datas_horarios_09.wav,OK
XTTS,datas_horarios,datas_horarios_09,O evento internacional terá início em 15 de agosto às 10 horas.,12,23.288,0.0833,o evento internacional terá início em 15 de agosto às 10 horas.10.,audios_tcc/xtts_datas_horarios_datas_horarios_09.wav,OK
Piper,datas_horarios,datas_horarios_10,"Na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",13,0.734,0.2308,"na sexta-feira passada, o servidor renisiu automaticamente às 20, 3 horas e 45 minutos.",audios_tcc/piper_datas_horarios_datas_horarios_10.wav,OK
Kokoro,datas_horarios,datas_horarios_10,"Na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",13,6.207,0.0,"na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",audios_tcc/kokoro_datas_horarios_datas_horarios_10.wav,OK
XTTS,datas_horarios,datas_horarios_10,"Na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",13,43.471,0.3846,"na sexta-feira passada, o servidor reinitio automaticamente às 23 horas e 45 minutos. ponto para cinco minutos.",audios_tcc/xtts_datas_horarios_datas_horarios_10.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_01,João Pedro apresentou o seminário para a professora Helena.,9,0.391,0.1111,joão pede apresentou o seminário para a professora helena.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_01.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_01,João Pedro apresentou o seminário para a professora Helena.,9,3.062,0.0,joão pedro apresentou o seminário para a professora helena.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_01.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_01,João Pedro apresentou o seminário para a professora Helena.,9,15.89,0.2222,joão pedro apresentou o seminário para a professora helena ponto.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_01.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_02,Ana Beatriz enviou o relatório revisado para Carlos Eduardo.,9,0.436,0.0,ana beatriz enviou o relatório revisado para carlos eduardo.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_02.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_02,Ana Beatriz enviou o relatório revisado para Carlos Eduardo.,9,3.889,0.3333,ana beatriz enviou o relatório revisado para carlos e do ardo.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_02.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_02,Ana Beatriz enviou o relatório revisado para Carlos Eduardo.,9,16.591,0.2222,ana b. atriz enviou o relatório revisado para carlos eduardo.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_02.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_03,Mariana encontrou Luiz Fernando na biblioteca central.,7,0.396,0.2857,mariana encontrou o luis fernando na biblioteca central.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_03.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_03,Mariana encontrou Luiz Fernando na biblioteca central.,7,3.195,0.1429,mariana encontrou luís fernando na biblioteca central.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_03.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_03,Mariana encontrou Luiz Fernando na biblioteca central.,7,16.844,0.5714,mariana encontrou o luis fernando na biblataica central.org.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_03.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_04,Gabriel Souza participou da banca com Patrícia Almeida.,8,0.405,0.625,cabriar o sosa participou da banca com patrícia ao meida.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_04.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_04,Gabriel Souza participou da banca com Patrícia Almeida.,8,3.037,0.125,gabriel souza participou da banca com patrícia aumeida.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_04.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_04,Gabriel Souza participou da banca com Patrícia Almeida.,8,19.38,0.75,abrei ao solza participou da banca com o patrícia almeida. ponto com...,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_04.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_05,Fernanda pediu apoio técnico a Ricardo Menezes.,7,0.401,0.2857,fernanda pediu aportar o técnico a ricardo menezes.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_05.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_05,Fernanda pediu apoio técnico a Ricardo Menezes.,7,3.156,0.0,fernanda pediu apoio técnico a ricardo menezes.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_05.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_05,Fernanda pediu apoio técnico a Ricardo Menezes.,7,22.602,0.0,fernanda pediu apoio técnico a ricardo menezes.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_05.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_06,Juliana e Marcelo organizaram os arquivos do projeto.,8,0.421,0.0,juliana e marcelo organizaram os arquivos do projeto.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_06.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_06,Juliana e Marcelo organizaram os arquivos do projeto.,8,3.05,0.0,juliana e marcelo organizaram os arquivos do projeto.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_06.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_06,Juliana e Marcelo organizaram os arquivos do projeto.,8,15.269,0.0,juliana e marcelo organizaram os arquivos do projeto.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_06.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_07,Beatriz Nogueira conversou com Vinícius sobre os resultados.,8,0.426,0.25,b.a. tris nogueira conversou com vinícius sobre os resultados.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_07.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_07,Beatriz Nogueira conversou com Vinícius sobre os resultados.,8,3.152,0.125,piatriz nogueira conversou com vinícius sobre os resultados.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_07.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_07,Beatriz Nogueira conversou com Vinícius sobre os resultados.,8,17.208,0.375,b3 nogueira conversou com vinicius sobre os resultados.de.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_07.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_08,Rafaela acompanhou a leitura feita por Paulo Henrique.,8,0.378,0.25,rafael acompanhou a leitura feita por paulo emrique.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_08.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_08,Rafaela acompanhou a leitura feita por Paulo Henrique.,8,3.191,0.5,há fela acompanhou a leitura feita por pauluins hic.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_08.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_08,Rafaela acompanhou a leitura feita por Paulo Henrique.,8,15.33,0.0,rafaela acompanhou a leitura feita por paulo henrique.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_08.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_09,Camila avisou Daniela sobre a mudança de cronograma.,8,0.405,0.0,camila avisou daniela sobre a mudança de cronograma.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_09.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_09,Camila avisou Daniela sobre a mudança de cronograma.,8,2.86,0.0,camila avisou daniela sobre a mudança de cronograma.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_09.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_09,Camila avisou Daniela sobre a mudança de cronograma.,8,16.411,0.125,camila avisou daniela sobre a mudança de cronograma.com.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_09.wav,OK
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_10,Thiago Lopes recebeu orientação de Renata Carvalho.,7,0.417,0.4286,diago lops recebeu a orientação de renata carvalho.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_10.wav,OK
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_10,Thiago Lopes recebeu orientação de Renata Carvalho.,7,2.95,0.1429,tiago lopes recebeu orientação de renata carvalho.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_10.wav,OK
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_10,Thiago Lopes recebeu orientação de Renata Carvalho.,7,18.643,0.4286,tiago lopes recebeu orientação de renata carvalho. ponto b.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_10.wav,OK
Piper,nomes_internacionais,nomes_internacionais_01,Michael Johnson enviou uma mensagem para Catherine Miller.,8,0.37,0.375,michael johnson enviou uma mensagem para a caterina e miller.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_01.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_01,Michael Johnson enviou uma mensagem para Catherine Miller.,8,3.771,0.5,"en michael lepth, johnson enviou uma mensagem para a caterini miller.",audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_01.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_01,Michael Johnson enviou uma mensagem para Catherine Miller.,8,16.48,0.0,michael johnson enviou uma mensagem para catherine miller.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_01.wav,OK
Piper,nomes_internacionais,nomes_internacionais_02,Sofia Rossi participou da reunião com Matteo Bianchi.,8,0.395,0.25,sofia rossi participou da reunião com mateo bianshi.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_02.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_02,Sofia Rossi participou da reunião com Matteo Bianchi.,8,3.086,0.125,sofia rossi participou da reunião com mateo bianchi.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_02.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_02,Sofia Rossi participou da reunião com Matteo Bianchi.,8,22.451,0.25,sofia rossi participou da reunião com matéo bianchi.com,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_02.wav,OK
Piper,nomes_internacionais,nomes_internacionais_03,Yuki Tanaka apresentou o protótipo para Kenji Sato.,8,0.418,0.625,e o kitanaca apresentou o protótipo para quem dissato.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_03.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_03,Yuki Tanaka apresentou o protótipo para Kenji Sato.,8,3.285,0.625,e o kitanaka apresentou o protótipo para quem diz sato.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_03.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_03,Yuki Tanaka apresentou o protótipo para Kenji Sato.,8,17.9,0.625,e o que tanaka apresentou o protótipo para quem dissato.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_03.wav,OK
Piper,nomes_internacionais,nomes_internacionais_04,Fatima Al-Hassan revisou o documento com Omar Khaled.,8,0.372,0.875,fatma a o arsar revisou o documento com o marca led.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_04.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_04,Fatima Al-Hassan revisou o documento com Omar Khaled.,8,2.928,0.375,fatima al-assan revisou o documento com o mar khaled.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_04.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_04,Fatima Al-Hassan revisou o documento com Omar Khaled.,8,17.512,0.5,fatima alraçã revisou o documento com o mar caled.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_04.wav,OK
Piper,nomes_internacionais,nomes_internacionais_05,Jean Dupont conversou com Claire Bernard sobre o cronograma.,9,0.397,0.7778,"dindo, ponte com o verso com clair bernard sobre o conograma.",audios_tcc/piper_nomes_internacionais_nomes_internacionais_05.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_05,Jean Dupont conversou com Claire Bernard sobre o cronograma.,9,3.372,0.4444,diendo ponte conversou com clare bernardo sobre o cronograma.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_05.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_05,Jean Dupont conversou com Claire Bernard sobre o cronograma.,9,18.721,0.7778,jando o pom conversou com o clébernar sobre o cronograma ponto.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_05.wav,OK
Piper,nomes_internacionais,nomes_internacionais_06,Luca Moretti encontrou Giulia Conti no laboratório.,7,0.35,0.8571,luca morecci encontrou hoje ele e a contínua laboratório.,audios_tcc/piper_nomes_internacionais_nomes_internacionais_06.wav,OK
Kokoro,nomes_internacionais,nomes_internacionais_06,Luca Moretti encontrou Giulia Conti no laboratório.,7,3.295,0.5714,luca morecci encontrou o jolia conte no laboratório.,audios_tcc/kokoro_nomes_internacionais_nomes_internacionais_06.wav,OK
XTTS,nomes_internacionais,nomes_internacionais_06,Luca Moretti encontrou Giulia Conti no laboratório.,7,23.925,0.5714,luca moreci encontrou julia. continue o laboratório.,audios_tcc/xtts_nomes_internacionais_nomes_internacionais_06.wav,OK
